id,orig_id,variante,pregunta,model,status,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens,thinking_tokens,text_tokens,thinking_chars,text_chars,time_s,stop_reason,error
21,5,1,"¿Me puedes decir me desglosas las prescripciones según el ámbito donde se generaron, para ver cuántas hay en cada uno?",claude-opus-5-5,ok,102,0,0,642,99,543,252,1224,7.0073,end_turn,
22,5,2,"Dime me desglosas las prescripciones según el ámbito donde se generaron, para ver cuántas hay en cada uno",claude-opus-5-5,ok,95,0,0,681,135,546,287,1155,6.993,end_turn,
23,5,3,"Necesito saber me desglosas las prescripciones según el ámbito donde se generaron, para ver cuántas existen en cada uno",claude-opus-5-5,ok,98,0,0,771,78,693,236,1425,8.0026,end_turn,
24,5,4,"Quiero saber me desglosas las prescripciones según el ámbito donde se generaron, para ver cuántas hay en cada uno",claude-opus-5-5,ok,98,0,0,867,146,721,347,1537,8.71,end_turn,
25,5,5,"¿Sabrías decirme me desglosas las prescripciones según el ámbito donde se generaron, para ver qué número de hay en cada uno?",claude-opus-5-5,ok,103,0,0,821,156,665,336,1438,8.1673,end_turn,
26,6,1,¿Me puedes decir cuántos pacientes distintos han pasado por la UCI?,claude-opus-5-5,ok,84,0,0,628,75,553,263,1126,8.0336,end_turn,
27,6,2,Dime cuántos pacientes distintos han pasado por la UCI,claude-opus-5-5,ok,77,0,0,653,118,535,279,1111,6.9673,end_turn,
28,6,3,Necesito saber cuántos pacientes distintos han pasado por la UCI,claude-opus-5-5,ok,80,0,0,783,122,661,288,1434,8.1338,end_turn,
29,6,4,Quiero saber cuántos pacientes distintos han pasado por la UCI,claude-opus-5-5,ok,80,0,0,773,267,506,264,1020,8.8356,end_turn,
30,6,5,¿Sabrías decirme qué número de pacientes distintos han pasado por la UCI?,claude-opus-5-5,ok,85,0,0,681,103,578,249,1259,7.3652,end_turn,
31,7,1,¿Me puedes decir cuantas cirugias se han empezao desde el 6 de agosto de 2024?,claude-opus-5-5,ok,91,0,0,635,76,559,243,1214,6.897,end_turn,
32,7,2,Dime cuantas cirugias se han empezao desde el 6 de agosto de 2024,claude-opus-5-5,ok,84,0,0,479,66,413,197,910,5.3277,end_turn,
33,7,3,Necesito saber cuantas cirugias se han empezao desde el 6 de agosto de 2024,claude-opus-5-5,ok,87,0,0,628,73,555,200,1243,6.5738,end_turn,
34,7,4,Quiero saber cuantas cirugias se han empezao desde el 6 de agosto de 2024,claude-opus-5-5,ok,87,0,0,474,81,393,263,879,5.3199,end_turn,
35,7,5,¿Sabrías decirme qué número de cirugias se han empezao desde el 6 de agosto de 2024?,claude-opus-5-5,ok,92,0,0,616,66,550,251,1214,6.5292,end_turn,
36,8,1,¿Me puedes decir cuantas cirugias han entrado a quirofano? es pa la profilaxis?,claude-opus-5-5,ok,91,0,0,642,103,539,250,1274,7.1714,end_turn,
37,8,2,Dime cuantas cirugias han entrado a quirofano? es pa la profilaxis,claude-opus-5-5,ok,84,0,0,642,156,486,290,1113,6.8635,end_turn,
38,8,3,Necesito saber cuantas cirugias han entrado a quirofano? es pa la profilaxis,claude-opus-5-5,ok,87,0,0,718,203,515,362,1168,7.4168,end_turn,
39,8,4,Quiero saber cuantas cirugias han entrado a quirofano? es pa la profilaxis,claude-opus-5-5,ok,87,0,0,519,85,434,300,1033,6.7943,end_turn,
40,8,5,¿Sabrías decirme qué número de cirugias han entrado a quirofano? es pa la profilaxis?,claude-opus-5-5,ok,92,0,0,649,96,553,306,1319,8.0582,end_turn,
41,9,1,¿Me puedes decir cuantos pctes nacidos del 75 en adelante tenemos?,claude-opus-5-5,ok,87,0,0,526,72,454,204,977,6.0455,end_turn,
42,9,2,Dime cuantos pacientes nacidos del 75 en adelante tenemos,claude-opus-5-5,ok,81,0,0,454,122,332,269,707,5.2238,end_turn,
43,9,3,Necesito saber cuantos pctes nacidos del 75 en adelante hay,claude-opus-5-5,ok,81,0,0,538,71,467,185,1024,6.1699,end_turn,
44,9,4,Quiero saber cuantos pctes nacidos del 75 en adelante tenemos,claude-opus-5-5,ok,83,0,0,529,66,463,177,1006,6.2431,end_turn,
45,9,5,¿Sabrías decirme qué número de pctes nacidos del 75 en adelante tenemos?,claude-opus-5-5,ok,88,0,0,618,64,554,201,1153,6.9546,end_turn,
46,10,1,¿Me puedes decir cuantos pctes nacidos a partir del 19/01/1975 tenemos?,claude-opus-5-5,ok,91,0,0,515,122,393,229,824,6.9615,end_turn,
47,10,2,Dime cuantos pacientes nacidos a partir del 19/01/1975 tenemos,claude-opus-5-5,ok,85,0,0,465,60,405,168,876,5.3252,end_turn,
48,10,3,Necesito saber cuantos pctes nacidos a partir del 19/01/1975 hay,claude-opus-5-5,ok,85,0,0,612,58,554,241,1134,6.7567,end_turn,
49,10,4,Quiero saber cuantos pctes nacidos a partir del 19/01/1975 tenemos,claude-opus-5-5,ok,87,0,0,596,69,527,201,1109,7.0149,end_turn,
50,10,5,¿Sabrías decirme qué número de pctes nacidos a partir del 19/01/1975 tenemos?,claude-opus-5-5,ok,92,0,0,632,65,567,193,1220,6.9148,end_turn,
51,11,1,¿Me puedes decir cuantos antibiogramas tenemos con vancomicina?,claude-opus-5-5,ok,84,0,0,461,65,396,201,919,5.5246,end_turn,
52,11,2,Dime cuantos antibiogramas tenemos con vancomicina,claude-opus-5-5,ok,77,0,0,732,86,646,309,1368,7.7846,end_turn,
53,11,3,Necesito saber cuantos antibiogramas hay con vancomicina,claude-opus-5-5,ok,78,0,0,873,113,760,256,1583,9.2165,end_turn,
54,11,4,Quiero saber cuantos antibiogramas tenemos con vancomicina,claude-opus-5-5,ok,80,0,0,872,117,755,304,1616,9.5712,end_turn,
55,11,5,¿Sabrías decirme qué número de antibiogramas tenemos con vancomicina?,claude-opus-5-5,ok,85,0,0,675,64,611,186,1346,7.0093,end_turn,
56,12,1,¿Me puedes decir cuantos pctes nacidos desde el 19/01/1975 hay por sexo?,claude-opus-5-5,ok,92,0,0,612,76,536,218,1068,6.7953,end_turn,
57,12,2,Dime cuantos pacientes nacidos desde el 19/01/1975 hay por sexo,claude-opus-5-5,ok,86,0,0,471,63,408,235,755,4.7869,end_turn,
58,12,3,Necesito saber cuantos pctes nacidos desde el 19/01/1975 existen por sexo,claude-opus-5-5,ok,88,0,0,653,59,594,198,1201,6.6041,end_turn,
59,12,4,Quiero saber cuantos pctes nacidos desde el 19/01/1975 hay por sexo,claude-opus-5-5,ok,88,0,0,679,82,597,310,1236,7.3737,end_turn,
60,12,5,¿Sabrías decirme qué número de pctes nacidos desde el 19/01/1975 hay por sexo?,claude-opus-5-5,ok,93,0,0,584,80,504,192,1013,6.8321,end_turn,
61,13,1,"¿Me puedes decir qué procedimientos se han hecho en hepatología, nefrología y gastroenterología desde finales de agosto de 2024? Necesito el desglose por tipo.?",claude-opus-5-5,ok,119,0,0,1089,109,980,388,2188,11.5702,end_turn,
62,13,2,"Dime qué procedimientos se han hecho en hepatología, nefrología y gastroenterología desde finales de agosto de 2024? Necesito el desglose por tipo.",claude-opus-5-5,ok,112,0,0,1052,130,922,282,2085,11.3194,end_turn,
63,13,3,"Necesito saber qué procedimientos se han hecho en hepatología, nefrología y gastroenterología desde finales de agosto de 2024? Necesito el desglose por tipo.",claude-opus-5-5,ok,115,0,0,1254,176,1078,326,2331,12.0486,end_turn,
64,13,4,"Quiero saber qué procedimientos se han hecho en hepatología, nefrología y gastroenterología desde finales de agosto de 2024? Necesito el desglose por tipo.",claude-opus-5-5,ok,115,0,0,1276,229,1047,543,2311,12.8982,end_turn,
65,13,5,"¿Sabrías decirme qué procedimientos se han hecho en hepatología, nefrología y gastroenterología desde finales de agosto de 2024? Necesito el desglose por tipo.?",claude-opus-5-5,ok,120,0,0,1258,107,1151,373,2470,12.0774,end_turn,
66,14,1,¿Me puedes decir necesito los antibiogramas q tienen vancomicina?,claude-opus-5-5,ok,83,0,0,1183,487,696,356,1437,11.4484,end_turn,
67,14,2,Dime necesito los antibiogramas q tienen vancomicina,claude-opus-5-5,ok,76,0,0,1450,617,833,315,1742,14.3582,end_turn,
68,14,3,Necesito saber necesito los antibiogramas q tienen vancomicina,claude-opus-5-5,ok,79,0,0,1534,689,845,509,1684,14.0878,end_turn,
69,14,4,Quiero saber necesito los antibiogramas q tienen vancomicina,claude-opus-5-5,ok,79,0,0,1424,520,904,315,1810,13.2729,end_turn,
70,14,5,¿Sabrías decirme necesito los antibiogramas q tienen vancomicina?,claude-opus-5-5,ok,84,0,0,1386,503,883,375,1850,13.1122,end_turn,
71,15,1,¿Me puedes decir cuántos episodios tenemos ya clasificados en grupos relacionados por el diagnóstico?,claude-opus-5-5,ok,97,0,0,464,87,377,160,887,5.7337,end_turn,
72,15,2,Dime cuántos episodios tenemos ya clasificados en grupos relacionados por el diagnóstico,claude-opus-5-5,ok,90,0,0,731,88,643,215,1266,7.3565,end_turn,
73,15,3,Necesito saber cuántos episodios hay ya clasificados en grupos relacionados por el diagnóstico,claude-opus-5-5,ok,91,0,0,789,227,562,271,1249,8.296,end_turn,
74,15,4,Quiero saber cuántos episodios tenemos ya clasificados en grupos relacionados por el diagnóstico,claude-opus-5-5,ok,93,0,0,614,80,534,212,1190,6.6625,end_turn,
75,15,5,¿Sabrías decirme qué número de episodios tenemos ya clasificados en grupos relacionados por el diagnóstico?,claude-opus-5-5,ok,98,0,0,546,81,465,237,1034,6.0204,end_turn,
76,16,1,¿Me puedes decir cuántos pacientes distintos tenemos con un DRG asignado?,claude-opus-5-5,ok,87,0,0,708,223,485,236,929,6.5531,end_turn,
77,16,2,Dime cuántos pacientes distintos tenemos con un DRG asignado,claude-opus-5-5,ok,80,0,0,530,105,425,260,796,5.6152,end_turn,
78,16,3,Necesito saber cuántos pacientes distintos hay con un DRG asignado,claude-opus-5-5,ok,81,0,0,762,249,513,289,966,7.1036,end_turn,
79,16,4,Quiero saber cuántos pacientes distintos tenemos con un DRG asignado,claude-opus-5-5,ok,83,0,0,716,238,478,227,932,6.7496,end_turn,
80,16,5,¿Sabrías decirme qué número de pacientes distintos tenemos con un DRG asignado?,claude-opus-5-5,ok,88,0,0,631,93,538,227,1051,6.5552,end_turn,
81,17,1,¿Me puedes decir cuál es el peso máximo de los grupos relacionados con el diagnóstico?,claude-opus-5-5,ok,91,0,0,1388,601,787,284,1792,13.7955,end_turn,
82,17,2,Dime cuál es el peso máximo de los grupos relacionados con el diagnóstico,claude-opus-5-5,ok,84,0,0,1536,803,733,599,1603,17.3646,end_turn,
83,17,3,Necesito saber cuál es el peso máximo de los grupos relacionados con el diagnóstico,claude-opus-5-5,ok,87,0,0,1576,929,647,924,1344,16.2188,end_turn,
84,17,4,Quiero saber cuál es el peso máximo de los grupos relacionados con el diagnóstico,claude-opus-5-5,ok,87,0,0,1549,859,690,664,1580,15.0524,end_turn,
85,17,5,¿Sabrías decirme cuál es el peso máximo de los grupos relacionados con el diagnóstico?,claude-opus-5-5,ok,92,0,0,1545,801,744,660,1682,15.1031,end_turn,
86,18,1,¿Me puedes decir cuántos pacientes distintos se han operado de apendicitis?,claude-opus-5-5,ok,85,0,0,856,152,704,303,1410,8.3958,end_turn,
87,18,2,Dime cuántos pacientes distintos se han operado de apendicitis,claude-opus-5-5,ok,78,0,0,868,167,701,287,1387,8.8622,end_turn,
88,18,3,Necesito saber cuántos pacientes distintos se han operado de apendicitis,claude-opus-5-5,ok,81,0,0,1261,403,858,368,1677,11.5693,end_turn,
89,18,4,Quiero saber cuántos pacientes distintos se han operado de apendicitis,claude-opus-5-5,ok,81,0,0,1095,222,873,331,1731,10.3414,end_turn,
90,18,5,¿Sabrías decirme qué número de pacientes distintos se han operado de apendicitis?,claude-opus-5-5,ok,86,0,0,626,68,558,219,1169,6.5271,end_turn,
91,19,1,¿Me puedes decir cuál es la hemoglobina glicada más baja que tenemos desde finales de noviembre de 2023?,claude-opus-5-5,ok,99,0,0,252,57,195,206,450,3.1159,end_turn,
92,19,2,Dime cuál es la hemoglobina glicada más baja que tenemos desde finales de noviembre de 2023,claude-opus-5-5,ok,92,0,0,252,83,169,262,370,3.5519,end_turn,
93,19,3,Necesito saber cuál es la hemoglobina glicada más baja que hay desde finales de noviembre de 2023,claude-opus-5-5,ok,93,0,0,401,58,343,174,779,5.3111,end_turn,
94,19,4,Quiero saber cuál es la hemoglobina glicada más baja que tenemos desde finales de noviembre de 2023,claude-opus-5-5,ok,95,0,0,349,63,286,194,692,3.9381,end_turn,
95,19,5,¿Sabrías decirme cuál es la hemoglobina glicada más baja que tenemos desde finales de noviembre de 2023?,claude-opus-5-5,ok,100,0,0,283,50,233,219,532,3.4427,end_turn,
96,20,1,¿Me puedes decir cuantos problemas de salud hay registraos en total?,claude-opus-5-5,ok,81,0,0,321,59,262,145,667,4.1761,end_turn,
97,20,2,Dime cuantos problemas de salud hay registraos en total,claude-opus-5-5,ok,74,0,0,264,66,198,198,498,3.5707,end_turn,
98,20,3,Necesito saber cuantos problemas de salud existen registraos en total,claude-opus-5-5,ok,77,0,0,870,402,468,407,1048,9.5501,end_turn,
99,20,4,Quiero saber cuantos problemas de salud hay registraos en total,claude-opus-5-5,ok,77,0,0,589,245,344,330,845,7.4004,end_turn,
100,20,5,¿Sabrías decirme qué número de problemas de salud hay registraos en total?,claude-opus-5-5,ok,82,0,0,762,375,387,273,866,8.4985,end_turn,
101,21,1,¿Me puedes decir cuantas apendicectomias se han hecho?,claude-opus-5-5,ok,79,0,0,618,179,439,346,992,7.1213,end_turn,
102,21,2,Dime cuantas apendicectomias se han hecho,claude-opus-5-5,ok,72,0,0,651,231,420,306,994,6.8563,end_turn,
103,21,3,Necesito saber cuantas apendicectomias se han hecho,claude-opus-5-5,ok,75,0,0,1211,545,666,400,1505,11.9807,end_turn,
104,21,4,Quiero saber cuantas apendicectomias se han hecho,claude-opus-5-5,ok,75,0,0,828,282,546,367,1140,8.2781,end_turn,
105,21,5,¿Sabrías decirme qué número de apendicectomias se han hecho?,claude-opus-5-5,ok,80,0,0,973,375,598,419,1347,9.9803,end_turn,
106,22,1,¿Me puedes decir cuantos episodios distintos d pctes con problemas d salud registraos hay?,claude-opus-5-5,ok,90,0,0,572,70,502,306,1051,6.3914,end_turn,
107,22,2,Dime cuantos episodios distintos d pacientes con problemas d salud registraos hay,claude-opus-5-5,ok,84,0,0,585,116,469,278,1028,6.455,end_turn,
108,22,3,Necesito saber cuantos episodios distintos d pctes con problemas d salud registraos existen,claude-opus-5-5,ok,86,0,0,809,177,632,247,1396,7.6315,end_turn,
109,22,4,Quiero saber cuantos episodios distintos d pctes con problemas d salud registraos hay,claude-opus-5-5,ok,86,0,0,566,117,449,263,951,5.8363,end_turn,
110,22,5,¿Sabrías decirme qué número de episodios distintos d pctes con problemas d salud registraos hay?,claude-opus-5-5,ok,91,0,0,617,140,477,311,1037,6.8759,end_turn,
111,23,1,"¿Me puedes decir prescripciones con dosis de 1,6 o menos, cuantas hay?",claude-opus-5-5,ok,89,0,0,643,182,461,287,886,7.8442,end_turn,
112,23,2,"Dime prescripciones con dosis de 1,6 o menos, cuantas hay",claude-opus-5-5,ok,82,0,0,463,91,372,231,751,5.1365,end_turn,
113,23,3,"Necesito saber prescripciones con dosis de 1,6 o menos, cuantas existen",claude-opus-5-5,ok,85,0,0,638,120,518,239,1063,7.1591,end_turn,
114,23,4,"Quiero saber prescripciones con dosis de 1,6 o menos, cuantas hay",claude-opus-5-5,ok,85,0,0,624,83,541,214,1086,6.7144,end_turn,
115,23,5,"¿Sabrías decirme prescripciones con dosis de 1,6 o menos, qué número de hay?",claude-opus-5-5,ok,90,0,0,739,150,589,206,1212,8.7059,end_turn,
116,24,1,¿Me puedes decir cuantas cirugias se han exo entre finales de 2021 y noviembre del 2024?,claude-opus-5-5,ok,94,0,0,548,140,408,232,989,6.6607,end_turn,
117,24,2,Dime cuantas cirugias se han exo entre finales de 2021 y noviembre del 2024,claude-opus-5-5,ok,87,0,0,429,74,355,155,798,6.6433,end_turn,
118,24,3,Necesito saber cuantas cirugias se han exo entre finales de 2021 y noviembre del 2024,claude-opus-5-5,ok,90,0,0,695,102,593,307,1349,7.9996,end_turn,
119,24,4,Quiero saber cuantas cirugias se han exo entre finales de 2021 y noviembre del 2024,claude-opus-5-5,ok,90,0,0,737,126,611,211,1301,9.0429,end_turn,
120,24,5,¿Sabrías decirme qué número de cirugias se han exo entre finales de 2021 y noviembre del 2024?,claude-opus-5-5,ok,95,0,0,799,255,544,366,1256,8.544,end_turn,
121,25,1,¿Me puedes decir cuántos pacientes distintos han tenido algún episodio de estancia corta?,claude-opus-5-5,ok,90,0,0,709,90,619,280,1249,7.0673,end_turn,
122,25,2,Dime cuántos pacientes distintos han tenido algún episodio de estancia corta,claude-opus-5-5,ok,83,0,0,697,111,586,218,1229,7.0674,end_turn,
123,25,3,Necesito saber cuántos pacientes distintos han tenido algún episodio de estancia corta,claude-opus-5-5,ok,86,0,0,771,99,672,241,1364,7.411,end_turn,
124,25,4,Quiero saber cuántos pacientes distintos han tenido algún episodio de estancia corta,claude-opus-5-5,ok,86,0,0,747,124,623,301,1251,7.6379,end_turn,
125,25,5,¿Sabrías decirme qué número de pacientes distintos han tenido algún episodio de estancia corta?,claude-opus-5-5,ok,91,0,0,645,67,578,197,1271,6.9559,end_turn,
126,26,1,"¿Me puedes decir cuantas prescripciones hay con dosis de 1,6 o menos, desglosadas por pauta de administracion?",claude-opus-5-5,ok,102,0,0,701,149,552,336,1252,7.1635,end_turn,
127,26,2,"Dime cuantas prescripciones hay con dosis de 1,6 o menos, desglosadas por pauta de administracion",claude-opus-5-5,ok,95,0,0,676,78,598,195,1264,7.3627,end_turn,
128,26,3,"Necesito saber cuantas prescripciones existen con dosis de 1,6 o menos, desglosadas por pauta de administracion",claude-opus-5-5,ok,98,0,0,860,158,702,332,1516,8.6369,end_turn,
129,26,4,"Quiero saber cuantas prescripciones hay con dosis de 1,6 o menos, desglosadas por pauta de administracion",claude-opus-5-5,ok,98,0,0,833,128,705,347,1475,8.0435,end_turn,
130,26,5,"¿Sabrías decirme qué número de prescripciones hay con dosis de 1,6 o menos, desglosadas por pauta de administracion?",claude-opus-5-5,ok,103,0,0,731,135,596,259,1280,7.5767,end_turn,
131,27,1,¿Me puedes decir dosis minima pautada a pctes? de las dosis bajas?,claude-opus-5-5,ok,85,0,0,652,134,518,242,1026,6.5147,end_turn,
132,27,2,Dime dosis minima pautada a pacientes? de las dosis bajas,claude-opus-5-5,ok,79,0,0,913,133,780,229,1569,9.01,end_turn,
133,27,3,Necesito saber dosis minima pautada a pctes? de las dosis bajas,claude-opus-5-5,ok,81,0,0,1264,535,729,334,1351,13.248,end_turn,
134,27,4,Quiero saber dosis minima pautada a pctes? de las dosis bajas,claude-opus-5-5,ok,81,0,0,813,199,614,260,1200,8.0315,end_turn,
135,27,5,¿Sabrías decirme dosis minima pautada a pctes? de las dosis bajas?,claude-opus-5-5,ok,86,0,0,1146,444,702,183,1344,11.0579,end_turn,
136,28,1,¿Me puedes decir cuantos pctes tienen pautado algo con dosis d 1.6 o menos?,claude-opus-5-5,ok,92,0,0,346,66,280,195,594,5.2922,end_turn,
137,28,2,Dime cuantos pacientes tienen pautado algo con dosis d 1.6 o menos,claude-opus-5-5,ok,86,0,0,526,51,475,179,1015,6.0787,end_turn,
138,28,3,Necesito saber cuantos pctes tienen pautado algo con dosis d 1.6 o menos,claude-opus-5-5,ok,88,0,0,594,104,490,168,988,6.8617,end_turn,
139,28,4,Quiero saber cuantos pctes tienen pautado algo con dosis d 1.6 o menos,claude-opus-5-5,ok,88,0,0,558,89,469,225,912,6.1807,end_turn,
140,28,5,¿Sabrías decirme qué número de pctes tienen pautado algo con dosis d 1.6 o menos?,claude-opus-5-5,ok,93,0,0,544,105,439,256,910,6.1483,end_turn,
141,29,1,¿Me puedes decir cuantos episodios de urgencias hubo entre finales de abril del 2022 y mediados de enero del 2024?,claude-opus-5-5,ok,102,0,0,294,62,232,232,566,3.7803,end_turn,
142,29,2,Dime cuantos episodios de urgencias hubo entre finales de abril del 2022 y mediados de enero del 2024,claude-opus-5-5,ok,95,0,0,364,71,293,159,730,4.6593,end_turn,
143,29,3,Necesito saber cuantos episodios de urgencias hubo entre finales de abril del 2022 y mediados de enero del 2024,claude-opus-5-5,ok,98,0,0,472,80,392,227,980,5.2937,end_turn,
144,29,4,Quiero saber cuantos episodios de urgencias hubo entre finales de abril del 2022 y mediados de enero del 2024,claude-opus-5-5,ok,98,0,0,631,114,517,269,1174,7.2781,end_turn,
145,29,5,¿Sabrías decirme qué número de episodios de urgencias hubo entre finales de abril del 2022 y mediados de enero del 2024?,claude-opus-5-5,ok,103,0,0,352,80,272,248,643,4.6767,end_turn,
146,30,1,¿Me puedes decir cuantas muestras de anatomia patologica hay en total?,claude-opus-5-5,ok,83,0,0,388,58,330,164,810,5.024,end_turn,
147,30,2,Dime cuantas muestras de anatomia patologica hay en total,claude-opus-5-5,ok,76,0,0,217,48,169,168,401,2.9688,end_turn,
148,30,3,Necesito saber cuantas muestras de anatomia patologica existen en total,claude-opus-5-5,ok,79,0,0,731,162,569,303,1328,8.9316,end_turn,
149,30,4,Quiero saber cuantas muestras de anatomia patologica hay en total,claude-opus-5-5,ok,79,0,0,725,144,581,252,1268,8.0577,end_turn,
150,30,5,¿Sabrías decirme qué número de muestras de anatomia patologica hay en total?,claude-opus-5-5,ok,84,0,0,179,43,136,159,348,2.7447,end_turn,
151,31,1,¿Me puedes decir cuántos profesionales distintos han validado muestras de Anatomía Patológica?,claude-opus-5-5,ok,91,0,0,572,70,502,233,1162,6.279,end_turn,
152,31,2,Dime cuántos profesionales distintos han validado muestras de Anatomía Patológica,claude-opus-5-5,ok,84,0,0,653,84,569,200,1299,8.1853,end_turn,
153,31,3,Necesito saber cuántos profesionales distintos han validado muestras de Anatomía Patológica,claude-opus-5-5,ok,87,0,0,805,188,617,256,1423,8.1927,end_turn,
154,31,4,Quiero saber cuántos profesionales distintos han validado muestras de Anatomía Patológica,claude-opus-5-5,ok,87,0,0,921,268,653,635,1516,9.2074,end_turn,
155,31,5,¿Sabrías decirme qué número de profesionales distintos han validado muestras de Anatomía Patológica?,claude-opus-5-5,ok,92,0,0,721,183,538,274,1209,8.1885,end_turn,
156,32,1,¿Me puedes decir cuántas pruebas de detección de Covid-19 se han hecho en microbiología en total?,claude-opus-5-5,ok,94,0,0,613,79,534,221,1259,8.0913,end_turn,
157,32,2,Dime cuántas pruebas de detección de Covid-19 se han hecho en microbiología en total,claude-opus-5-5,ok,87,0,0,687,115,572,306,1302,8.1623,end_turn,
158,32,3,Necesito saber cuántas pruebas de detección de Covid-19 se han hecho en microbiología en total,claude-opus-5-5,ok,90,0,0,675,73,602,249,1354,7.7128,end_turn,
159,32,4,Quiero saber cuántas pruebas de detección de Covid-19 se han hecho en microbiología en total,claude-opus-5-5,ok,90,0,0,841,106,735,251,1563,8.3751,end_turn,
160,32,5,¿Sabrías decirme qué número de pruebas de detección de Covid-19 se han hecho en microbiología en total?,claude-opus-5-5,ok,95,0,0,662,139,523,317,1248,8.2989,end_turn,
161,33,1,¿Me puedes decir a cuántos pacientes distintos se les ha hecho la detección de Covid-19 en microbiología?,claude-opus-5-5,ok,98,0,0,572,76,496,251,1142,5.8434,end_turn,
162,33,2,Dime a cuántos pacientes distintos se les ha hecho la detección de Covid-19 en microbiología,claude-opus-5-5,ok,91,0,0,709,96,613,196,1288,6.9828,end_turn,
163,33,3,Necesito saber a cuántos pacientes distintos se les ha hecho la detección de Covid-19 en microbiología,claude-opus-5-5,ok,94,0,0,1056,338,718,598,1469,10.8541,end_turn,
164,33,4,Quiero saber a cuántos pacientes distintos se les ha hecho la detección de Covid-19 en microbiología,claude-opus-5-5,ok,94,0,0,965,275,690,297,1403,9.326,end_turn,
165,33,5,¿Sabrías decirme a qué número de pacientes distintos se les ha hecho la detección de Covid-19 en microbiología?,claude-opus-5-5,ok,99,0,0,611,78,533,219,1182,7.985,end_turn,
166,34,1,¿Me puedes decir cuantos episodios distintos tienen etiqueta entre finales de enero del 23 y principios de junio del 25?,claude-opus-5-5,ok,102,0,0,694,104,590,276,1231,7.6417,end_turn,
167,34,2,Dime cuantos episodios distintos tienen etiqueta entre finales de enero del 23 y principios de junio del 25,claude-opus-5-5,ok,95,0,0,636,84,552,197,1142,6.5157,end_turn,
