id,orig_id,variante,pregunta,model,status,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens,thinking_tokens,text_tokens,thinking_chars,text_chars,time_s,stop_reason,error
24,5,4,¿Me distributes las prescripciones por ámbito de origen para ver el conteo en cada uno?,claude-opus-5-5,ok,88,0,0,691,115,576,299,1247,8.2227,end_turn,
25,5,5,¿Podrías clasificar las prescripciones de acuerdo al ámbito donde fueron creadas y mostrar cuántas existen por ámbito?,claude-opus-5-5,ok,106,0,0,914,207,707,283,1514,8.9078,end_turn,
26,6,1,¿Cuál es el número total de pacientes diferentes que han estado en la UCI?,claude-opus-5-5,ok,83,0,0,616,231,385,340,839,6.8397,end_turn,
27,6,2,¿Cuántos pacientes únicos han ingresado en la UCI?,claude-opus-5-5,ok,79,0,0,844,269,575,419,1187,8.0904,end_turn,
28,6,3,¿Cuántos pacientes distintos han sido atendidos en la UCI?,claude-opus-5-5,ok,81,0,0,682,89,593,259,1244,7.4754,end_turn,
29,6,4,¿Cuál es la cantidad de pacientes diferentes que han pasado por la UCI?,claude-opus-5-5,ok,86,0,0,617,95,522,255,1076,6.6559,end_turn,
30,6,5,¿Cuántos pacientes diferentes han sido hospitalizados en la UCI?,claude-opus-5-5,ok,84,0,0,447,77,370,282,773,4.8126,end_turn,
31,7,1,¿Cuántas cirugías se iniciaron desde el 6 de agosto de 2024?,claude-opus-5-5,ok,86,0,0,590,95,495,239,1038,6.554,end_turn,
32,7,2,¿Cuál es el número de cirugías comenzadas a partir del 6 de agosto de 2024?,claude-opus-5-5,ok,89,0,0,554,81,473,230,1067,6.0096,end_turn,
33,7,3,"¿Desde el 6 de agosto de 2024, cuántas cirugías se han iniciado?",claude-opus-5-5,ok,87,0,0,563,70,493,203,1125,6.3248,end_turn,
34,7,4,¿Cuántas intervenciones quirúrgicas se han empezado desde el 6 de agosto de 2024?,claude-opus-5-5,ok,93,0,0,716,104,612,279,1356,7.0655,end_turn,
35,7,5,¿Cuál es la cantidad de cirugías que han comenzado desde el 6 de agosto de 2024?,claude-opus-5-5,ok,92,0,0,579,74,505,222,1122,6.1476,end_turn,
36,8,1,¿Cuántos pacientes han ingresado al quirófano para cirugía? Necesito este dato para la profilaxis,claude-opus-5-5,ok,95,0,0,521,75,446,196,1055,5.736,end_turn,
37,8,2,¿Cuántas intervenciones quirúrgicas se han realizado en quirófano? Lo requiero para la profilaxis antibiótica,claude-opus-5-5,ok,102,0,0,874,266,608,494,1442,10.3633,end_turn,
38,8,3,¿Cuál es el número de cirugías que han accedido al quirófano? Es para la profilaxis,claude-opus-5-5,ok,88,0,0,1043,407,636,616,1532,10.855,end_turn,
39,8,4,¿Cuántos pacientes operados han entrado a quirófano? Preciso esta información para la profilaxis,claude-opus-5-5,ok,91,0,0,607,101,506,305,1224,7.276,end_turn,
40,8,5,¿Cuántas cirugías se han llevado a cabo en quirófano hasta ahora? Lo necesito para la profilaxis,claude-opus-5-5,ok,99,0,0,958,437,521,316,1184,9.3183,end_turn,
41,9,1,¿Cuántos pacientes nacidos a partir de 1975 tenemos registrados?,claude-opus-5-5,ok,85,0,0,437,59,378,209,812,6.2702,end_turn,
42,9,2,¿Cuál es el número de pacientes con fecha de nacimiento desde 1975 en adelante?,claude-opus-5-5,ok,89,0,0,560,69,491,231,985,5.7323,end_turn,
43,9,3,¿Cuántos pctes nacieron en 1975 o posterior?,claude-opus-5-5,ok,78,0,0,295,47,248,137,619,3.9905,end_turn,
44,9,4,¿Qué cantidad de pacientes tienen nacimiento desde el año 75 en adelante?,claude-opus-5-5,ok,88,0,0,501,68,433,183,868,5.7348,end_turn,
45,9,5,¿Cuántos pacientes están registrados con año de nacimiento 1975 o más reciente?,claude-opus-5-5,ok,87,0,0,497,66,431,212,914,5.2161,end_turn,
46,10,1,¿Cuántos pacientes nacidos a partir del 19/01/1975 tenemos?,claude-opus-5-5,ok,86,0,0,376,71,305,217,642,4.4977,end_turn,
47,10,2,¿Cuál es el número de pacientes con fecha de nacimiento desde el 19/01/1975?,claude-opus-5-5,ok,89,0,0,432,63,369,218,761,4.9959,end_turn,
48,10,3,¿Cuántos pacientes son posteriores al 19/01/1975 en su nacimiento?,claude-opus-5-5,ok,87,0,0,240,36,204,152,445,4.198,end_turn,
49,10,4,Necesito saber cuántos pctes tienen fecha de nacimiento igual o posterior a 19/01/1975,claude-opus-5-5,ok,93,0,0,604,65,539,173,1082,6.4511,end_turn,
50,10,5,¿Cuántos pacientes registrados nacieron desde el 19/01/1975 en adelante?,claude-opus-5-5,ok,88,0,0,370,80,290,244,596,4.3006,end_turn,
51,11,1,¿Cuántos antibiogramas contienen vancomicina?,claude-opus-5-5,ok,76,0,0,647,143,504,305,1098,7.2046,end_turn,
52,11,2,¿Cuál es el número de antibiogramas que incluyen vancomicina?,claude-opus-5-5,ok,81,0,0,512,71,441,178,990,7.227,end_turn,
53,11,3,¿Cuántos antibiogramas se han realizado con vancomicina?,claude-opus-5-5,ok,79,0,0,561,71,490,260,1115,6.6565,end_turn,
54,11,4,¿Cuántos resultados de antibiograma tenemos con vancomicina reportada?,claude-opus-5-5,ok,84,0,0,728,80,648,260,1440,8.1725,end_turn,
55,11,5,¿Cuántos antibiogramas muestran sensibilidad a vancomicina?,claude-opus-5-5,ok,83,0,0,410,51,359,174,807,5.3245,end_turn,
56,12,1,¿Cuál es la distribución por sexo de los pacientes nacidos desde el 19/01/1975?,claude-opus-5-5,ok,90,0,0,589,77,512,245,1010,6.4508,end_turn,
57,12,2,¿Cuántos pacientes de sexo masculino y femenino nacieron a partir del 19/01/1975?,claude-opus-5-5,ok,92,0,0,434,66,368,249,715,5.018,end_turn,
58,12,3,Dame el número de pacientes por sexo con fecha de nacimiento desde el 19/01/1975,claude-opus-5-5,ok,88,0,0,657,125,532,248,1104,6.4514,end_turn,
59,12,4,¿Cuántos pctes hay desde el 19/01/1975 desglosados por sexo?,claude-opus-5-5,ok,86,0,0,659,99,560,331,1095,6.3124,end_turn,
60,12,5,Necesito contar los pacientes nacidos desde el 19/01/1975 diferenciados por sexo,claude-opus-5-5,ok,89,0,0,1115,242,873,268,1698,9.8743,end_turn,
61,13,1,"¿Cuáles son los procedimientos realizados en hepatología, nefrología y gastroenterología desde finales de agosto de 2024? Requiero la clasificación por tipo.",claude-opus-5-5,ok,115,0,0,1839,755,1084,690,2355,16.3838,end_turn,
62,13,2,"Necesito conocer qué intervenciones se efectuaron en las especialidades de hepatología, gastroenterología y nefrología a partir de finales de agosto de 2024, desglosadas según su categoría.",claude-opus-5-5,ok,123,0,0,770,135,635,370,1451,8.9094,end_turn,
63,13,3,"¿Me puedes mostrar los procedimientos llevados a cabo desde finales de agosto de 2024 en nefrología, hepatología y gastroenterología, organizados por tipo?",claude-opus-5-5,ok,117,0,0,790,110,680,317,1572,8.4993,end_turn,
64,13,4,"Quiero obtener un desglose por tipo de los procedimientos ejecutados en gastroenterología, hepatología y nefrología desde finales de agosto de 2024.",claude-opus-5-5,ok,111,0,0,1677,350,1327,682,2910,15.6674,end_turn,
65,13,5,"¿Qué tipo de procedimientos se han practicado desde finales de agosto de 2024 en las áreas de nefrología, gastroenterología y hepatología? Necesito el detalle clasificado.",claude-opus-5-5,ok,122,0,0,1022,108,914,430,2094,9.9612,end_turn,
66,14,1,requiero los antibiogramas que incluyen vancomicina,claude-opus-5-5,ok,74,0,0,2215,926,1289,928,2551,20.4648,end_turn,
67,14,2,dame los antibiogramas con vancomicina,claude-opus-5-5,ok,69,0,0,1847,868,979,700,1929,16.5906,end_turn,
68,14,3,necesito consultar antibiogramas de vancomicina,claude-opus-5-5,ok,72,0,0,2084,977,1107,1167,2200,19.1486,end_turn,
69,14,4,quiero ver los antibiogramas que contienen vancomicina,claude-opus-5-5,ok,75,0,0,1414,438,976,324,2047,13.8227,end_turn,
70,14,5,búscame los antibiogramas donde aparece vancomicina,claude-opus-5-5,ok,74,0,0,951,248,703,396,1493,9.8295,end_turn,
71,15,1,¿Cuál es el número total de episodios que hemos clasificado en grupos relacionados por diagnóstico?,claude-opus-5-5,ok,92,0,0,709,115,594,274,1336,7.8842,end_turn,
72,15,2,¿Cuántos episodios se encuentran ya agrupados por diagnóstico en grupos relacionados?,claude-opus-5-5,ok,91,0,0,672,137,535,246,1227,7.6804,end_turn,
73,15,3,¿Cuántos episodios ya están categorizados en grupos relacionados según el diagnóstico?,claude-opus-5-5,ok,88,0,0,503,126,377,284,880,6.2472,end_turn,
74,15,4,¿Cuál es la cantidad de episodios clasificados hasta ahora en grupos relacionados por diagnóstico?,claude-opus-5-5,ok,96,0,0,616,215,401,286,960,7.2569,end_turn,
75,15,5,¿Cuántos episodios contamos que estén organizados en grupos relacionados conforme al diagnóstico?,claude-opus-5-5,ok,92,0,0,759,187,572,178,1192,7.7825,end_turn,
76,16,1,¿Cuál es el número total de pacientes únicos que tienen un DRG asignado?,claude-opus-5-5,ok,84,0,0,650,123,527,243,1024,6.4496,end_turn,
77,16,2,¿Cuántos pacientes diferentes cuentan con un DRG registrado?,claude-opus-5-5,ok,82,0,0,546,162,384,339,751,5.8369,end_turn,
78,16,3,¿A cuántos pacientes distintos se les ha asignado un DRG?,claude-opus-5-5,ok,80,0,0,571,126,445,295,867,5.8393,end_turn,
79,16,4,¿Cuál es la cantidad de pacientes con DRG asignado en nuestro sistema?,claude-opus-5-5,ok,87,0,0,703,67,636,190,1309,7.377,end_turn,
80,16,5,¿De cuántos pacientes diferentes disponemos de un DRG asignado?,claude-opus-5-5,ok,82,0,0,766,212,554,269,1175,7.6954,end_turn,
81,17,1,¿Cuál es el peso máximo de los grupos relacionados con el diagnóstico?,claude-opus-5-5,ok,85,0,0,1283,684,599,574,1409,14.0427,end_turn,
82,17,2,¿Cuál es el peso máximo que presentan los grupos asociados al diagnóstico?,claude-opus-5-5,ok,86,0,0,625,269,356,348,770,7.885,end_turn,
83,17,3,¿Cuál es el peso máximo de los grupos vinculados con el diagnóstico?,claude-opus-5-5,ok,85,0,0,1038,468,570,286,1361,11.0586,end_turn,
84,17,4,¿Cuál es el peso máximo entre los grupos relacionados con el diagnóstico?,claude-opus-5-5,ok,86,0,0,1280,676,604,497,1374,13.5161,end_turn,
85,17,5,¿Cuál es el peso máximo que tienen los grupos conectados con el diagnóstico?,claude-opus-5-5,ok,87,0,0,927,458,469,276,1043,10.3432,end_turn,
86,18,1,¿Cuál es el número total de pacientes únicos que han sido intervenidos quirúrgicamente por apendicitis?,claude-opus-5-5,ok,96,0,0,883,183,700,319,1333,8.4967,end_turn,
87,18,2,¿Cuántos pacientes diferentes han recibido tratamiento quirúrgico para la apendicitis?,claude-opus-5-5,ok,92,0,0,1113,264,849,279,1644,9.7588,end_turn,
88,18,3,¿A cuántos pacientes distintos se les ha realizado cirugía por apendicitis?,claude-opus-5-5,ok,86,0,0,968,234,734,309,1484,9.3184,end_turn,
89,18,4,¿Cuál es la cantidad de pacientes diversos que han sido operados de apendicitis?,claude-opus-5-5,ok,87,0,0,784,233,551,430,1256,8.4995,end_turn,
90,18,5,¿En cuántos pacientes diferentes se ha llevado a cabo una intervención quirúrgica de apendicitis?,claude-opus-5-5,ok,96,0,0,557,64,493,220,1077,6.5531,end_turn,
91,19,1,¿Cuál es el valor más bajo de hemoglobina glicada que registramos desde finales de noviembre de 2023?,claude-opus-5-5,ok,96,0,0,242,59,183,198,421,3.1747,end_turn,
92,19,2,¿Cuál ha sido la hemoglobina glicada mínima desde finales de noviembre de 2023?,claude-opus-5-5,ok,91,0,0,296,52,244,174,605,7.3731,end_turn,
93,19,3,"Desde finales de noviembre de 2023, ¿cuál es la hemoglobina glicada más baja que tenemos documentada?",claude-opus-5-5,ok,98,0,0,204,63,141,135,349,4.0957,end_turn,
94,19,4,¿Cuál es el valor más bajo de HbA1c que tenemos registrado desde finales de noviembre de 2023?,claude-opus-5-5,ok,96,0,0,364,62,302,193,698,4.2002,end_turn,
95,19,5,"Desde finales de noviembre de 2023, ¿cuál ha sido el mínimo valor de hemoglobina glicada?",claude-opus-5-5,ok,97,0,0,222,52,170,140,432,3.1397,end_turn,
96,20,1,¿Cuál es el número total de problemas de salud que se encuentran registrados?,claude-opus-5-5,ok,81,0,0,564,296,268,255,668,6.4946,end_turn,
97,20,2,¿Cuántos problemas de salud se han documentado en total?,claude-opus-5-5,ok,75,0,0,234,39,195,124,496,3.1742,end_turn,
98,20,3,¿Cuál es la cantidad total de problemas de salud registrados?,claude-opus-5-5,ok,78,0,0,401,49,352,162,836,4.8157,end_turn,
99,20,4,"¿En total, cuántos problemas de salud hay anotados en el registro?",claude-opus-5-5,ok,79,0,0,255,34,221,139,567,3.7889,end_turn,
100,20,5,¿Cuántos problemas de salud están registrados en la base de datos?,claude-opus-5-5,ok,78,0,0,559,204,355,290,863,6.3486,end_turn,
101,21,1,¿Cuál es el número total de apendicectomías realizadas?,claude-opus-5-5,ok,76,0,0,502,185,317,360,768,6.554,end_turn,
102,21,2,¿Cuántos procedimientos de apendicectomía se han llevado a cabo?,claude-opus-5-5,ok,83,0,0,873,310,563,333,1234,9.4203,end_turn,
103,21,3,¿De cuántas apendicectomías tenemos registro?,claude-opus-5-5,ok,74,0,0,1125,300,825,348,1655,11.0478,end_turn,
104,21,4,¿Cuál ha sido el volumen de apendicectomías efectuadas?,claude-opus-5-5,ok,81,0,0,1007,316,691,296,1557,10.6949,end_turn,
105,21,5,¿Qué cantidad de apendicectomías se han practicado?,claude-opus-5-5,ok,76,0,0,868,335,533,253,1246,9.1138,end_turn,
106,22,1,¿Cuántos episodios diferentes de pacientes con problemas de salud registrados existen?,claude-opus-5-5,ok,86,0,0,529,105,424,265,943,5.5888,end_turn,
107,22,2,¿Cuál es el número total de episodios distintos de pacientes con problemas de salud que están registrados?,claude-opus-5-5,ok,89,0,0,426,131,295,272,683,5.1168,end_turn,
108,22,3,¿Cuántos episodios registrados hay de pacientes que presentan problemas de salud?,claude-opus-5-5,ok,85,0,0,482,79,403,229,890,5.632,end_turn,
109,22,4,¿Qué cantidad de episodios diferentes se encuentran registrados en pacientes con problemas de salud?,claude-opus-5-5,ok,92,0,0,572,95,477,219,1074,6.4653,end_turn,
110,22,5,¿Cuántos episodios distintos registrados corresponden a pacientes con problemas de salud?,claude-opus-5-5,ok,87,0,0,535,126,409,273,947,6.0419,end_turn,
111,23,1,"¿Cuántas prescripciones tienen una dosis de 1,6 o menos?",claude-opus-5-5,ok,83,0,0,357,54,303,192,599,4.9156,end_turn,
112,23,2,"¿Cuál es el número de prescripciones con dosis ≤ 1,6?",claude-opus-5-5,ok,82,0,0,468,120,348,210,853,5.7349,end_turn,
113,23,3,"¿Cuántos medicamentos se han prescrito con dosis de 1,6 o inferior?",claude-opus-5-5,ok,87,0,0,360,46,314,129,771,4.8159,end_turn,
114,23,4,"Dime cuántas prescripciones hay que tengan dosis menor o igual a 1,6",claude-opus-5-5,ok,85,0,0,488,67,421,227,901,6.1542,end_turn,
115,23,5,"¿Qué cantidad de prescripciones presentan una dosis de 1,6 como máximo?",claude-opus-5-5,ok,87,0,0,526,116,410,241,813,5.7368,end_turn,
116,24,1,¿Cuál es el número de cirugías realizadas desde finales de 2021 hasta noviembre del 2024?,claude-opus-5-5,ok,93,0,0,370,112,258,182,629,4.9724,end_turn,
117,24,2,¿Cuántos procedimientos quirúrgicos se han llevado a cabo entre finales de 2021 y noviembre del 2024?,claude-opus-5-5,ok,101,0,0,495,112,383,271,975,6.2489,end_turn,
118,24,3,¿Cuántas intervenciones quirúrgicas se ejecutaron desde finales de 2021 hasta noviembre del 2024?,claude-opus-5-5,ok,101,0,0,580,102,478,258,1115,6.6066,end_turn,
119,24,4,¿Qué cantidad de cirugías fueron efectuadas entre finales de 2021 y noviembre del 2024?,claude-opus-5-5,ok,95,0,0,582,85,497,199,1188,7.0653,end_turn,
120,24,5,¿Cuántos actos quirúrgicos se han realizado desde finales de 2021 hasta noviembre del 2024?,claude-opus-5-5,ok,96,0,0,352,80,272,201,694,5.0844,end_turn,
121,25,1,¿Cuál es el número de pacientes únicos que han presentado al menos un episodio de estancia corta?,claude-opus-5-5,ok,90,0,0,636,101,535,331,1116,6.9603,end_turn,
122,25,2,¿Cuántos pacientes diferentes han experimentado algún evento de estancia corta?,claude-opus-5-5,ok,85,0,0,729,219,510,324,1113,7.9876,end_turn,
123,25,3,¿Cuál es la cantidad de pacientes distintos con algún registro de estancia corta?,claude-opus-5-5,ok,86,0,0,643,167,476,355,1024,7.885,end_turn,
124,25,4,¿Cuántos pacientes han tenido por lo menos un episodio catalogado como estancia corta?,claude-opus-5-5,ok,89,0,0,525,77,448,246,1030,6.3481,end_turn,
125,25,5,¿Cuál es el total de pacientes diferentes que han registrado alguna estancia corta?,claude-opus-5-5,ok,86,0,0,744,177,567,313,1273,7.2542,end_turn,
126,26,1,"¿Cuál es el número de prescripciones con dosis de 1,6 o menos, distribuidas según la pauta de administración?",claude-opus-5-5,ok,97,0,0,499,97,402,261,929,5.886,end_turn,
127,26,2,"Necesito conocer las prescripciones cuya dosis sea 1,6 o inferior, clasificadas por pauta de administración",claude-opus-5-5,ok,97,0,0,872,157,715,328,1497,9.2522,end_turn,
128,26,3,"¿Cuántas prescripciones tienen dosis ≤ 1,6, con desglose por cada pauta de administración?",claude-opus-5-5,ok,95,0,0,772,76,696,272,1445,7.6791,end_turn,
129,26,4,"Quiero ver el total de prescripciones con dosis de 1,6 o menos, agrupadas por pauta de administración",claude-opus-5-5,ok,94,0,0,858,158,700,351,1422,8.4195,end_turn,
130,26,5,"¿Cuántas prescripciones hay con dosis menor o igual a 1,6, separadas por pauta de administración?",claude-opus-5-5,ok,94,0,0,677,100,577,201,1172,7.1885,end_turn,
131,27,1,¿Cuál es la dosis mínima prescrita en pacientes con dosis bajas?,claude-opus-5-5,ok,85,0,0,612,125,487,336,1002,7.1701,end_turn,
132,27,2,¿Qué dosis mínima se pauta a los pacientes en régimen de dosis bajas?,claude-opus-5-5,ok,87,0,0,919,386,533,317,1068,9.5235,end_turn,
133,27,3,¿Cuál es la dosis más baja pautada a pacientes?,claude-opus-5-5,ok,77,0,0,403,100,303,229,701,6.656,end_turn,
134,27,4,¿Qué dosis mínima reciben los pacientes con pauta de dosis bajas?,claude-opus-5-5,ok,85,0,0,666,173,493,295,1004,7.3738,end_turn,
135,27,5,¿Cuál es la dosis mínima indicada a pctes. con dosis bajas?,claude-opus-5-5,ok,84,0,0,738,253,485,267,930,7.5792,end_turn,
136,28,1,¿Cuántos pacientes tienen prescrito algo con una dosis de 1.6 o menos?,claude-opus-5-5,ok,89,0,0,521,81,440,218,952,5.7335,end_turn,
137,28,2,¿Cuál es el número de pctes que tienen pautado algo con dosis ≤ 1.6?,claude-opus-5-5,ok,89,0,0,635,123,512,236,1001,6.5359,end_turn,
138,28,3,¿Cuántos pacientes tienen algo indicado con dosis de 1.6 o inferior?,claude-opus-5-5,ok,88,0,0,431,75,356,169,806,6.1209,end_turn,
139,28,4,¿Qué cantidad de pctes tienen algo ordenado con dosis ≤ 1.6?,claude-opus-5-5,ok,89,0,0,588,53,535,140,1128,6.3472,end_turn,
140,28,5,¿Cuántos pacientes tienen pautado algún fármaco con dosis de 1.6 o menos?,claude-opus-5-5,ok,91,0,0,455,61,394,161,843,4.8134,end_turn,
141,29,1,¿Cuál fue el número de episodios de urgencias registrados entre finales de abril del 2022 y mediados de enero del 2024?,claude-opus-5-5,ok,100,0,0,333,69,264,233,674,4.1974,end_turn,
142,29,2,¿Cuántos pacientes acudieron a urgencias desde finales de abril del 2022 hasta mediados de enero del 2024?,claude-opus-5-5,ok,100,0,0,622,105,517,235,1245,7.1675,end_turn,
143,29,3,¿Qué cantidad de atenciones en urgencias se produjeron entre finales de abril del 2022 y mediados de enero del 2024?,claude-opus-5-5,ok,102,0,0,555,108,447,202,1043,6.2484,end_turn,
144,29,4,"Entre finales de abril del 2022 y mediados de enero del 2024, ¿cuántos episodios hubo en el servicio de urgencias?",claude-opus-5-5,ok,103,0,0,625,132,493,278,1120,6.6562,end_turn,
145,29,5,¿Cuántos episodios de urgencias se registraron en el período comprendido entre finales de abril del 2022 y mediados de enero del 2024?,claude-opus-5-5,ok,104,0,0,382,41,341,187,868,5.0186,end_turn,
146,30,1,¿Cuál es el número total de muestras de anatomía patológica?,claude-opus-5-5,ok,77,0,0,411,58,353,172,848,5.3237,end_turn,
147,30,2,¿Cuántas muestras en total se encuentran en anatomía patológica?,claude-opus-5-5,ok,80,0,0,358,62,296,209,743,5.3248,end_turn,
148,30,3,¿Cuál es la cantidad total de muestras de anatomía patológica?,claude-opus-5-5,ok,80,0,0,264,50,214,177,519,3.7846,end_turn,
149,30,4,¿Cuántas muestras de anatomía patológica hay en conjunto?,claude-opus-5-5,ok,80,0,0,281,42,239,193,581,3.9273,end_turn,
150,30,5,¿Cuál es el total de muestras de anatomía patológica disponibles?,claude-opus-5-5,ok,80,0,0,352,59,293,160,758,4.1979,end_turn,
151,31,1,¿Cuál es el número de profesionales diferentes que han validado muestras de Anatomía Patológica?,claude-opus-5-5,ok,90,0,0,619,71,548,183,1259,6.8589,end_turn,
152,31,2,¿Cuántos profesionales únicos han realizado validaciones en muestras de Anatomía Patológica?,claude-opus-5-5,ok,91,0,0,579,48,531,154,1237,6.1444,end_turn,
153,31,3,¿Qué cantidad de profesionales distintos han validado especímenes de Anatomía Patológica?,claude-opus-5-5,ok,89,0,0,726,153,573,228,1336,7.9881,end_turn,
154,31,4,¿Cuántos profesionales han validado muestras de Anatomía Patológica en total?,claude-opus-5-5,ok,84,0,0,467,77,390,240,933,5.7005,end_turn,
155,31,5,¿A cuántos profesionales diferentes se atribuyen validaciones de muestras de Anatomía Patológica?,claude-opus-5-5,ok,94,0,0,592,109,483,279,1177,7.5783,end_turn,
156,32,1,¿Cuál es el número total de pruebas de Covid-19 realizadas en el departamento de microbiología?,claude-opus-5-5,ok,91,0,0,574,101,473,261,1134,7.8869,end_turn,
157,32,2,¿Cuántas pruebas totales para la detección de Covid-19 se han efectuado en microbiología?,claude-opus-5-5,ok,90,0,0,638,94,544,226,1272,7.476,end_turn,
158,32,3,¿Qué cantidad de tests de Covid-19 se han hecho en total en el laboratorio de microbiología?,claude-opus-5-5,ok,93,0,0,623,115,508,331,1218,9.0406,end_turn,
159,32,4,¿Cuántos análisis de detección de Covid-19 se han realizado en microbiología hasta ahora?,claude-opus-5-5,ok,91,0,0,447,98,349,284,879,5.7345,end_turn,
160,32,5,¿Cuál ha sido el número total de pruebas diagnósticas de Covid-19 llevadas a cabo en microbiología?,claude-opus-5-5,ok,99,0,0,520,108,412,191,1006,6.2436,end_turn,
161,33,1,¿Cuál es el número de pacientes únicos a los que se les realizó detección de Covid-19 en microbiología?,claude-opus-5-5,ok,94,0,0,971,338,633,331,1325,9.0229,end_turn,
162,33,2,¿En cuántos pacientes diferentes se llevó a cabo la prueba de detección de Covid-19 desde el servicio de microbiología?,claude-opus-5-5,ok,103,0,0,642,108,534,226,1166,7.1789,end_turn,
163,33,3,¿Cuántos pacientes distintos fueron sometidos a detección de Covid-19 en el laboratorio de microbiología?,claude-opus-5-5,ok,98,0,0,827,321,506,493,1049,11.1599,end_turn,
164,33,4,¿A qué cantidad de pacientes se les practicó la detección de Covid-19 en microbiología?,claude-opus-5-5,ok,89,0,0,417,93,324,219,764,5.1181,end_turn,
165,33,5,¿Cuántos pacientes individuales tienen registrada una detección de Covid-19 en microbiología?,claude-opus-5-5,ok,90,0,0,864,269,595,328,1271,9.0547,end_turn,
166,34,1,¿Cuál es el número de episodios diferentes con etiqueta registrados desde finales de enero del 23 hasta principios de junio del 25?,claude-opus-5-5,ok,103,0,0,540,70,470,248,1017,5.9618,end_turn,
167,34,2,¿Cuántos episodios únicos cuentan con etiqueta en el período comprendido entre finales de enero de 2023 y principios de junio de 2025?,claude-opus-5-5,ok,107,0,0,664,99,565,293,1203,6.7148,end_turn,
